,sid,year,Cause Name,state,deaths
4415,row-at2v~px7u-dffq,2010,Influenza and pneumonia,Virginia,1195
4416,row-q4gw~xzq8-h3c8,2010,Influenza and pneumonia,Washington,578
4417,row-aksm-c4hj-dqig,2010,Influenza and pneumonia,West Virginia,436
4418,row-wwvz_s5t8.pfut,2010,Influenza and pneumonia,Wisconsin,904
4419,row-g7cv-bdad.tjt3,2010,Influenza and pneumonia,Wyoming,109
4420,row-ge43-ja38-wacy,2010,Suicide,Alabama,679
4421,row-4ka8~pdkw_cn4a,2010,Suicide,Alaska,164
4422,row-ti42_anhj_x5zc,2010,Suicide,Arizona,1093
4423,row-gnpz-wyc3-wqe4,2010,Suicide,Arkansas,447
4424,row-8sy2-i578-4gt8,2010,Suicide,California,3913
4425,row-3qrv_56b6.5axm,2010,Suicide,Colorado,865
4426,row-d9cn-yqty.8ah9,2010,Suicide,Connecticut,353
4427,row-kp2d-bn82_sfwe,2010,Suicide,Delaware,106
4428,row-hxf4_rgvw.5nxn,2010,Suicide,District of Columbia,41
4429,row-xxbh.f8nn_k7nd,2010,Suicide,Florida,2789
4430,row-5gpg~jhbv.dmwd,2010,Suicide,Georgia,1133
4431,row-4fr3_xmsg_jigd,2010,Suicide,Hawaii,207
4432,row-xcaa-kzi9~znui,2010,Suicide,Idaho,290
4433,row-seiu-zrht.ir8w,2010,Suicide,Illinois,1178
4434,row-gdqy-4hkx-9ftx,2010,Suicide,Indiana,864
4435,row-x25f~rw42-ugca,2010,Suicide,Iowa,372
4436,row-csa6~mq85.m4d4,2010,Suicide,Kansas,401
4437,row-gn2k~mxgn~q2p7,2010,Suicide,Kentucky,631
4438,row-8cwv-5s3b~eibz,2010,Suicide,Louisiana,557
4439,row-tau3_wcv3_mjfh,2010,Suicide,Maine,186
4440,row-ngk8~2nwm.kegt,2010,Suicide,Maryland,502
4441,row-ttvh.prid-sef5,2010,Suicide,Massachusetts,598
4442,row-esus-5sri~ivzn,2010,Suicide,Michigan,1263
4443,row-d8ux~pk66~fhmw,2010,Suicide,Minnesota,606
4444,row-57f4.g2xt~u6z7,2010,Suicide,Mississippi,388
4445,row-a5uq.rk6p.9fe7,2010,Suicide,Missouri,856
4446,row-p9v3-ebnk.gcjz,2010,Suicide,Montana,227
4447,row-4rxa~cppw-nksc,2010,Suicide,Nebraska,193
4448,row-cc67~c32h.ms6p,2010,Suicide,Nevada,547
4449,row-aedt-t9kt_nfsu,2010,Suicide,New Hampshire,196
4450,row-n8v9-7ypn-9jdd,2010,Suicide,New Jersey,719
4451,row-ss7e-fbxf-aka7,2010,Suicide,New Mexico,413
4452,row-dt94~6eqa_wzcm,2010,Suicide,New York,1547
4453,row-wead_53vn.tzbd,2010,Suicide,North Carolina,1174
4454,row-xxuc~zce6_87aa,2010,Suicide,North Dakota,106
4455,row-4362-aq6e.836n,2010,Suicide,Ohio,1439
4456,row-zb5a~xjmj-qcay,2010,Suicide,Oklahoma,618
4457,row-yqwa~zu7i_hxjp,2010,Suicide,Oregon,685
4458,row-hjhb-bgjk_jpjq,2010,Suicide,Pennsylvania,1576
4459,row-5g24.ndeb.kdps,2010,Suicide,Rhode Island,129
4460,row-xas9_cp42.6guy,2010,Suicide,South Carolina,637
4461,row-7m9h-bsv2_xckj,2010,Suicide,South Dakota,140
4462,row-cwnm-q4bn-mgmz,2010,Suicide,Tennessee,943
4463,row-rayj.fjry_bbcn,2010,Suicide,Texas,2891
4464,row-p9dj_ctyg_2qqs,2010,Suicide,United States,38364
4465,row-dnw2~wq5r.632u,2010,Suicide,Utah,473
4466,row-8zh9~82ng.k4d7,2010,Suicide,Vermont,106
4467,row-ryja~ztj7.5ck5,2010,Suicide,Virginia,963
4468,row-eqps~27kb~tj9d,2010,Suicide,Washington,957
4469,row-f7gt.d3gu~rgbz,2010,Suicide,West Virginia,279
4470,row-6tgd~97mc~5hma,2010,Suicide,Wisconsin,793
4471,row-4hxv.d52g.j3xz,2010,Suicide,Wyoming,131
4472,row-nejr-wsad.7k8m,2010,Cancer,Alabama,10196
4473,row-vfeu-37tb_2rnn,2010,Cancer,Alaska,884
4474,row-y5nx~ebye_q7sm,2010,Cancer,Arizona,10678
4475,row-mupg-yc67_b93m,2010,Cancer,Arkansas,6475
4476,row-9zgn_wsuz.ykbr,2010,Cancer,California,56453
4477,row-xv4c_7y2t.dsag,2010,Cancer,Colorado,7035
4478,row-tu8b_49a2.yidx,2010,Cancer,Connecticut,6954
4479,row-9pcy-3te8-q35w,2010,Cancer,Delaware,1909
4480,row-b3xz.yitf-ax8r,2010,Cancer,District of Columbia,1041
4481,row-hchx.2zvk-24ud,2010,Cancer,Florida,41467
4482,row-5555~ct97-hukx,2010,Cancer,Georgia,15435
4483,row-j6a8.6i69~eh88,2010,Cancer,Hawaii,2266
4484,row-2cib_v2cw~yuch,2010,Cancer,Idaho,2530
4485,row-eec9~gb3k_s5er,2010,Cancer,Illinois,24070
4486,row-ku7b.xkgb_jy7p,2010,Cancer,Indiana,13164
4487,row-mkvh.vser.adtu,2010,Cancer,Iowa,6358
4488,row-p5cq-8e7g-st57,2010,Cancer,Kansas,5377
4489,row-s5ry.px8z~iyme,2010,Cancer,Kentucky,9930
4490,row-gh68_ibng-guac,2010,Cancer,Louisiana,9203
4491,row-vkxd-xtn6_efhv,2010,Cancer,Maine,3248
4492,row-qw4a_is49-nztg,2010,Cancer,Maryland,10269
4493,row-3aip~sve8_frk6,2010,Cancer,Massachusetts,12993
4494,row-5wup-suhs~yz6a,2010,Cancer,Michigan,20620
4495,row-r8w5.t5tj.azib,2010,Cancer,Minnesota,9612
4496,row-xzwa_3qtv_s7ih,2010,Cancer,Mississippi,6271
4497,row-u75i-esk8.ne47,2010,Cancer,Missouri,12626
4498,row-9s7q-t6tk-ghtw,2010,Cancer,Montana,1923
4499,row-g4vm.27zu~fzb2,2010,Cancer,Nebraska,3438
4500,row-hcc6~ncfe.krnc,2010,Cancer,Nevada,4529
4501,row-xuqr~th6b~gqm2,2010,Cancer,New Hampshire,2525
4502,row-snc5~bmbv~8gce,2010,Cancer,New Jersey,16815
4503,row-qifm_3cf6~442b,2010,Cancer,New Mexico,3358
4504,row-m4uq-gn2m_k4wy,2010,Cancer,New York,35431
4505,row-bc69.bzja-v9ay,2010,Cancer,North Carolina,18061
4506,row-gw68_365h_b7zv,2010,Cancer,North Dakota,1269
4507,row-tsgd_2rvg_gpfe,2010,Cancer,Ohio,25083
4508,row-589w.b6i9-ytws,2010,Cancer,Oklahoma,7831
4509,row-tug9-gugc~shfm,2010,Cancer,Oregon,7638
4510,row-azv3_ir3p-9shy,2010,Cancer,Pennsylvania,29055
4511,row-wfzw_jh5k~v98s,2010,Cancer,Rhode Island,2266
4512,row-y9s5~spra.rb3k,2010,Cancer,South Carolina,9356
4513,row-tii8_dnr3~4s9m,2010,Cancer,South Dakota,1655
4514,row-y2ec.vip9_jv4e,2010,Cancer,Tennessee,13593
4515,row-cfh9.btdq~f7s2,2010,Cancer,Texas,36717
4516,row-da3m.3gyk.vspr,2010,Cancer,United States,574743
4517,row-zs5g~eewx_uema,2010,Cancer,Utah,2810
4518,row-2zni-4iq5.j53s,2010,Cancer,Vermont,1392
4519,row-5akh~85rg-mfea,2010,Cancer,Virginia,14080
4520,row-b5z9.98vi-mdwb,2010,Cancer,Washington,11874
4521,row-krau-sn5d-g4ff,2010,Cancer,West Virginia,4685
4522,row-dq3a_q478_ee9q,2010,Cancer,Wisconsin,11279
4523,row-tmpz.6dw3~zt4a,2010,Cancer,Wyoming,1016
4524,row-mzj5_x72k.hjk2,2010,Kidney disease,Alabama,1184
4525,row-uzbq~giwy.idbq,2010,Kidney disease,Alaska,56
4526,row-gndh~xynx~b9gh,2010,Kidney disease,Arizona,537
4527,row-v4i6-s7dz_5b5u,2010,Kidney disease,Arkansas,737
4528,row-9kab.snzg_3e88,2010,Kidney disease,California,3112
4529,row-zics~kmv5-j299,2010,Kidney disease,Colorado,426
4530,row-x6vk-jcui_b64e,2010,Kidney disease,Connecticut,599
4531,row-8hzx_yygy-xcws,2010,Kidney disease,Delaware,158
4532,row-kucb-7a88_q5gv,2010,Kidney disease,District of Columbia,84
4533,row-2f6g.n5k4-myv5,2010,Kidney disease,Florida,3297
4534,row-8gdn.bbjy~dmtg,2010,Kidney disease,Georgia,1753
4535,row-2cy3~np6h.kesf,2010,Kidney disease,Hawaii,208
4536,row-muvm_uycs_zm4a,2010,Kidney disease,Idaho,186
4537,row-p6y9-esgm_z5py,2010,Kidney disease,Illinois,2612
4538,row-35j2_w9yu~zaem,2010,Kidney disease,Indiana,1516
4539,row-ac6u~s5yb_nd55,2010,Kidney disease,Iowa,323
4540,row-64wh.yqk7~85cv,2010,Kidney disease,Kansas,577
4541,row-rm68.np73_mfdh,2010,Kidney disease,Kentucky,1079
4542,row-c5mn.z3tq-5bp7,2010,Kidney disease,Louisiana,1218
4543,row-7eid-4fcq~d2mz,2010,Kidney disease,Maine,272
4544,row-ank8.62px-g9kt,2010,Kidney disease,Maryland,803
4545,row-thdw~8kn6.9xi2,2010,Kidney disease,Massachusetts,1381
4546,row-y6fr~whnv.wf43,2010,Kidney disease,Michigan,1720
4547,row-8nt3-5aci-2se5,2010,Kidney disease,Minnesota,897
4548,row-dkmt-sc9a~77nu,2010,Kidney disease,Mississippi,738
4549,row-3qbt_i9uw~gt9s,2010,Kidney disease,Missouri,1305
4550,row-f56b.vfpm-c8pi,2010,Kidney disease,Montana,133
4551,row-sivj.sgbi_ijif,2010,Kidney disease,Nebraska,290
4552,row-u5bc_ftyh.8smx,2010,Kidney disease,Nevada,471
4553,row-ttsi_63md-tuan,2010,Kidney disease,New Hampshire,206
4554,row-kgyn.9ejw_rv58,2010,Kidney disease,New Jersey,1580
4555,row-xmxb.9bk6.qww8,2010,Kidney disease,New Mexico,276
4556,row-vsep~yyeh-c6sw,2010,Kidney disease,New York,2439
4557,row-cbv5.kh8h.83ju,2010,Kidney disease,North Carolina,1892
4558,row-err6_aiht_zzrf,2010,Kidney disease,North Dakota,104
4559,row-cstx_kbii~27cy,2010,Kidney disease,Ohio,2066
4560,row-h93i~jqkp-i8h6,2010,Kidney disease,Oklahoma,595
4561,row-2eph~uzrn~vsy6,2010,Kidney disease,Oregon,400
4562,row-ns8s.5myh~fn3f,2010,Kidney disease,Pennsylvania,2982
4563,row-5csn.neje_qt32,2010,Kidney disease,Rhode Island,199
4564,row-63f2.w4xc~vsyj,2010,Kidney disease,South Carolina,963
4565,row-9ykf~henx.uz8i,2010,Kidney disease,South Dakota,74
4566,row-9jx7~97dt_pgej,2010,Kidney disease,Tennessee,983
4567,row-hej4~9eaf~xpj9,2010,Kidney disease,Texas,3878
4568,row-dede_ky4f-cbm4,2010,Kidney disease,United States,50476
4569,row-ug8v-br6d_xekp,2010,Kidney disease,Utah,263
4570,row-e8y3-7924-yynz,2010,Kidney disease,Vermont,50
4571,row-cysm_2kgb_2edf,2010,Kidney disease,Virginia,1595
4572,row-t3pa-c9sw.myiq,2010,Kidney disease,Washington,552
4573,row-rzv5_xwim_6una,2010,Kidney disease,West Virginia,475
4574,row-mffu-63p7-cbnm,2010,Kidney disease,Wisconsin,1163
4575,row-gky8_p7cf-vcc7,2010,Kidney disease,Wyoming,69
4576,row-azwf_8yqy~rymg,2009,Unintentional injuries,Alabama,2351
4577,row-iy3b~nipj~tmm2,2009,Unintentional injuries,Alaska,340
4578,row-qu86.9qn7.snjk,2009,Unintentional injuries,Arizona,2919
4579,row-xskn-dhea_g4a6,2009,Unintentional injuries,Arkansas,1473
4580,row-wift_8qid.92ee,2009,Unintentional injuries,California,10860
4581,row-pasg-gpe3~bp92,2009,Unintentional injuries,Colorado,2144
4582,row-jqvg-wp55.scr8,2009,Unintentional injuries,Connecticut,1293
4583,row-2bzq~rvfb.zx42,2009,Unintentional injuries,Delaware,333
4584,row-wceh.v7j9-6rw9,2009,Unintentional injuries,District of Columbia,145
4585,row-bdpx.7zgp_gn55,2009,Unintentional injuries,Florida,8746
4586,row-qy8n~n88d.et2a,2009,Unintentional injuries,Georgia,3812
4587,row-yr7m-rujz~6k2r,2009,Unintentional injuries,Hawaii,436
4588,row-ywjm_g3fu_ibwe,2009,Unintentional injuries,Idaho,670
4589,row-k7fg-tmpr-wgnv,2009,Unintentional injuries,Illinois,3961
4590,row-jsxh.5jww.8np6,2009,Unintentional injuries,Indiana,2577
4591,row-hv95.htk4.u3di,2009,Unintentional injuries,Iowa,1255
4592,row-uzgm-d3ac-kydg,2009,Unintentional injuries,Kansas,1273
4593,row-2qj7~648f~f7zi,2009,Unintentional injuries,Kentucky,2394
4594,row-hemu_cev8_wcfg,2009,Unintentional injuries,Louisiana,2142
4595,row-cxfc~h67n~j2pp,2009,Unintentional injuries,Maine,602
4596,row-ttd4_dxsy_pbqz,2009,Unintentional injuries,Maryland,1415
4597,row-9rmp~er9f.uhrd,2009,Unintentional injuries,Massachusetts,2076
4598,row-qxha.fntp.48z4,2009,Unintentional injuries,Michigan,3682
4599,row-gpit.tvze-jjxb,2009,Unintentional injuries,Minnesota,2037
4600,row-668f~tuq2~x8tj,2009,Unintentional injuries,Mississippi,1658
4601,row-w6cq-ahf7~cjcc,2009,Unintentional injuries,Missouri,2939
4602,row-5fwd.9zzz_dz54,2009,Unintentional injuries,Montana,619
4603,row-mztz.tddp~eujm,2009,Unintentional injuries,Nebraska,683
4604,row-s763-bax5~k2dx,2009,Unintentional injuries,Nevada,1025
4605,row-s8te~bcw5.fcxv,2009,Unintentional injuries,New Hampshire,482
4606,row-xxba-9b6w~y69y,2009,Unintentional injuries,New Jersey,1875
4607,row-4rzs~t76e_iqv2,2009,Unintentional injuries,New Mexico,1281
4608,row-pvjh-zvjy_6nwb,2009,Unintentional injuries,New York,4891
4609,row-zs6h~9ygx_eir9,2009,Unintentional injuries,North Carolina,4136
4610,row-fx47_xdxx.39zh,2009,Unintentional injuries,North Dakota,324
4611,row-dndh_ccjq-37ra,2009,Unintentional injuries,Ohio,4012
4612,row-fwj2-76zj-46an,2009,Unintentional injuries,Oklahoma,2284
4613,row-vnch~qupi.iybb,2009,Unintentional injuries,Oregon,1598
4614,row-jfgw.k93w-yc4k,2009,Unintentional injuries,Pennsylvania,5477
4615,row-pgat_kbv7.jz27,2009,Unintentional injuries,Rhode Island,428
4616,row-hd72.xw7k_88nm,2009,Unintentional injuries,South Carolina,2229
4617,row-vzrr~n72h_xtej,2009,Unintentional injuries,South Dakota,349
4618,row-3kyc_26xs-5axx,2009,Unintentional injuries,Tennessee,3231
4619,row-wn8y_qyv3.svb5,2009,Unintentional injuries,Texas,9349
4620,row-fsk5~2q9s~nqhu,2009,Unintentional injuries,United States,118021
4621,row-5ynv-k3t8-cz9j,2009,Unintentional injuries,Utah,899
4622,row-8zz7~g8rv-9qaw,2009,Unintentional injuries,Vermont,308
4623,row-gqt3~2mj5_sm4q,2009,Unintentional injuries,Virginia,2622
4624,row-hphn_m68q.5x6t,2009,Unintentional injuries,Washington,2696
4625,row-9yty~texq_gduq,2009,Unintentional injuries,West Virginia,942
4626,row-x9td_zj2m_pa69,2009,Unintentional injuries,Wisconsin,2449
4627,row-ypgx_ckxe-gx9x,2009,Unintentional injuries,Wyoming,299
4628,row-pbs8-ux9z.snnw,2009,All causes,Alabama,47470
4629,row-5d3b_jy2y-5vsz,2009,All causes,Alaska,3618
4630,row-kgik~sdjh~6m74,2009,All causes,Arizona,45816
4631,row-w426_d4xt~5vti,2009,All causes,Arkansas,28673
4632,row-26sy.8kup~8734,2009,All causes,California,232736
4633,row-npb4.rcsd~ksfi,2009,All causes,Colorado,31173
4634,row-dqrr~frgd.dfha,2009,All causes,Connecticut,28585
4635,row-2j52~nppu-y5qz,2009,All causes,Delaware,7534
4636,row-n4ma.mzwv_ikhx,2009,All causes,District of Columbia,4834
4637,row-vehi-7ym9-uw4q,2009,All causes,Florida,169924
4638,row-i7nb-x7v8-fyh5,2009,All causes,Georgia,69712
4639,row-na2k_bz2p.cdnd,2009,All causes,Hawaii,9914
4640,row-yhp9_qpxa.3c8c,2009,All causes,Idaho,11098
4641,row-sq2k_8gby_9sgj,2009,All causes,Illinois,100056
4642,row-w95t_u5tt-d6zb,2009,All causes,Indiana,55973
4643,row-wgfc-2478~92np,2009,All causes,Iowa,27544
4644,row-xk6g~tpv4-npbh,2009,All causes,Kansas,24024
4645,row-unjx.ychp.aic3,2009,All causes,Kentucky,41380
4646,row-8u2i.8bxj.sgnf,2009,All causes,Louisiana,40282
4647,row-bygu-4ju4-augt,2009,All causes,Maine,12594
4648,row-qaam_twvf_zcmu,2009,All causes,Maryland,43843
4649,row-wp6b.tpsr~8smr,2009,All causes,Massachusetts,52308
4650,row-ejwh.6d23_2uph,2009,All causes,Michigan,86455
4651,row-hnwp.86qx.bg8d,2009,All causes,Minnesota,37851
4652,row-552y.r4xj-nmxi,2009,All causes,Mississippi,28275
4653,row-5ksb_kjnz.team,2009,All causes,Missouri,54263
4654,row-gbzi-qnhr.qg6z,2009,All causes,Montana,8730
4655,row-5ve7~ywz3_qxj8,2009,All causes,Nebraska,14810
4656,row-akw6~2etx~ziyd,2009,All causes,Nevada,19224
4657,row-zemf.jcra_rxu4,2009,All causes,New Hampshire,10100
4658,row-xt67.8nce-wvhw,2009,All causes,New Jersey,68277
4659,row-hwxw~wymd.a4gj,2009,All causes,New Mexico,15643
4660,row-e4gw_mp7i-shb8,2009,All causes,New York,146475
4661,row-aujq_hai8~u94t,2009,All causes,North Carolina,77117
4662,row-d2ec-6bzv.iz78,2009,All causes,North Dakota,5914
4663,row-jumv-2hmf_59y4,2009,All causes,Ohio,107156
4664,row-xs7y-4zyg-997u,2009,All causes,Oklahoma,35601
4665,row-nnkx.yija~edsu,2009,All causes,Oregon,31636
4666,row-j2au~t7p9-sj7d,2009,All causes,Pennsylvania,124780
4667,row-8rj6_9gba~e3gb,2009,All causes,Rhode Island,9395
4668,row-angb~8fcp_vk7i,2009,All causes,South Carolina,40449
4669,row-h8j7_qhb4_fi4m,2009,All causes,South Dakota,6923
4670,row-nsqn-a7qa.4djj,2009,All causes,Tennessee,58288
4671,row-f7aw_k69n_78eu,2009,All causes,Texas,163249
4672,row-y35h_havq-79hg,2009,All causes,United States,2437163
4673,row-zrc9~fxqs.qeb2,2009,All causes,Utah,14138
4674,row-a6jn~3d6p.p2qf,2009,All causes,Vermont,5034
4675,row-smnn~8r4x_kfag,2009,All causes,Virginia,58653
4676,row-73iy-yfpt~9qr3,2009,All causes,Washington,48270
4677,row-vhh8-ut6j~76qi,2009,All causes,West Virginia,21386
4678,row-wn3a.55mr.2xed,2009,All causes,Wisconsin,45697
4679,row-53ct~aqqp-799s,2009,All causes,Wyoming,4283
4680,row-74cz_r2dy_sq8n,2009,Alzheimer's disease,Alabama,1521
4681,row-cr7v.wfvm_c2ei,2009,Alzheimer's disease,Alaska,67
4682,row-hu38-w5aw.brzu,2009,Alzheimer's disease,Arizona,2097
4683,row-ify5-xvhv-6b5x,2009,Alzheimer's disease,Arkansas,885
4684,row-2h98~jp6z.c32i,2009,Alzheimer's disease,California,9905
4685,row-hm5s.9rwe-tvxc,2009,Alzheimer's disease,Colorado,1319
4686,row-43w2-pc95~uubn,2009,Alzheimer's disease,Connecticut,778
4687,row-ajn9~fff4~jrc9,2009,Alzheimer's disease,Delaware,163
4688,row-6ahd_6wne_bd9x,2009,Alzheimer's disease,District of Columbia,94
4689,row-h3ks-mawt-33wd,2009,Alzheimer's disease,Florida,4617
4690,row-xi8b-vrip-8gei,2009,Alzheimer's disease,Georgia,1865
4691,row-77bq-e3it~dmnm,2009,Alzheimer's disease,Hawaii,253
4692,row-4qwb_mkri.kjb7,2009,Alzheimer's disease,Idaho,369
4693,row-kbpg_7k9i-hg8x,2009,Alzheimer's disease,Illinois,2891
4694,row-6wd5_3ugb~y4ts,2009,Alzheimer's disease,Indiana,1884
4695,row-na3n.e56q-7cx2,2009,Alzheimer's disease,Iowa,1265
4696,row-35hu-jydr.bj7w,2009,Alzheimer's disease,Kansas,802
4697,row-skid~enyc.3ymb,2009,Alzheimer's disease,Kentucky,1345
4698,row-r7pz_d633.6fz4,2009,Alzheimer's disease,Louisiana,1336
4699,row-n7zs_cw3d_xh5x,2009,Alzheimer's disease,Maine,466
4700,row-rdx4.pbum-i7qz,2009,Alzheimer's disease,Maryland,937
4701,row-yktq~b9qz-e2ra,2009,Alzheimer's disease,Massachusetts,1700
4702,row-p2qc-y8vv_whkq,2009,Alzheimer's disease,Michigan,2578
4703,row-cw2p-2ufd_2ywq,2009,Alzheimer's disease,Minnesota,1358
4704,row-2het.ig74-876w,2009,Alzheimer's disease,Mississippi,900
4705,row-pe68-zchp~rsur,2009,Alzheimer's disease,Missouri,1728
4706,row-tga2.e75k.3jgr,2009,Alzheimer's disease,Montana,256
4707,row-zqk6~5eud-5mcm,2009,Alzheimer's disease,Nebraska,573
4708,row-a4xz_qkaw-j7zm,2009,Alzheimer's disease,Nevada,312
4709,row-wprm-t24r.z46w,2009,Alzheimer's disease,New Hampshire,367
4710,row-dv6c-4a6a_u5qf,2009,Alzheimer's disease,New Jersey,1872
4711,row-k26a.uw7t_22ze,2009,Alzheimer's disease,New Mexico,373
4712,row-p6pb-mwkt.wtxf,2009,Alzheimer's disease,New York,2396
4713,row-57pj_hfc6~susx,2009,Alzheimer's disease,North Carolina,2646
4714,row-s7rj.pzqt.dsfk,2009,Alzheimer's disease,North Dakota,366
4715,row-cd5c.7pvx~jcf4,2009,Alzheimer's disease,Ohio,3879
4716,row-rieh-4grf-v225,2009,Alzheimer's disease,Oklahoma,993
4717,row-5wzm~9tyb~bmvc,2009,Alzheimer's disease,Oregon,1212
4718,row-eju8-h5gj-q6iu,2009,Alzheimer's disease,Pennsylvania,3547
4719,row-2vfg.tfm7~5tpa,2009,Alzheimer's disease,Rhode Island,321
4720,row-eq6q.wk8q.a7yk,2009,Alzheimer's disease,South Carolina,1478
4721,row-cg9x.fwi7.tvzj,2009,Alzheimer's disease,South Dakota,403
4722,row-idhz~3fvj_zkep,2009,Alzheimer's disease,Tennessee,2203
4723,row-spxe_fip2_c5kq,2009,Alzheimer's disease,Texas,5064
4724,row-9beb.n5d7_yrf8,2009,Alzheimer's disease,United States,79003
4725,row-xbep~g5cw-2k3m,2009,Alzheimer's disease,Utah,371
4726,row-76ct~3qng.92ch,2009,Alzheimer's disease,Vermont,190
4727,row-5zfe.tk4x~qgfj,2009,Alzheimer's disease,Virginia,1738
4728,row-59qz~89cu_mqx8,2009,Alzheimer's disease,Washington,3010
4729,row-gfg2~kiuy-cdup,2009,Alzheimer's disease,West Virginia,563
4730,row-3zs7~uy66~464j,2009,Alzheimer's disease,Wisconsin,1611
4731,row-q98a.tzkf-bgaa,2009,Alzheimer's disease,Wyoming,136
4732,row-wjwi-n5wq_vz6q,2009,Stroke,Alabama,2675
4733,row-zhnu~h2ed-xh3q,2009,Stroke,Alaska,162
4734,row-3duz_v62d-52ym,2009,Stroke,Arizona,2072
4735,row-2vcn_bh9v.qnyp,2009,Stroke,Arkansas,1694
4736,row-5di6-basu-unqu,2009,Stroke,California,13506
4737,row-b7mf_68uu-7765,2009,Stroke,Colorado,1532
4738,row-ases~j4i7.sn4x,2009,Stroke,Connecticut,1460
4739,row-zeyu.s388_v4eg,2009,Stroke,Delaware,415
4740,row-jjsj.2ckg_r44j,2009,Stroke,District of Columbia,199
4741,row-696a~t98t_75gh,2009,Stroke,Florida,8395
4742,row-s59a_hgpr_5bw9,2009,Stroke,Georgia,3732
4743,row-vtu6_85im-6mkx,2009,Stroke,Hawaii,671
4744,row-bu3v.sgfu_u76r,2009,Stroke,Idaho,627
4745,row-hu5d_zxb8_yq6k,2009,Stroke,Illinois,5258
4746,row-h5ei~raq6-yp3u,2009,Stroke,Indiana,3004
4747,row-v488-y2va-4q8m,2009,Stroke,Iowa,1635
4748,row-j9jz.dve2.ctja,2009,Stroke,Kansas,1416
4749,row-xv2v-xmv9-7gtm,2009,Stroke,Kentucky,2064
4750,row-y3cf-4awq.ywia,2009,Stroke,Louisiana,2061
4751,row-ev62~vwrb~5bxg,2009,Stroke,Maine,647
4752,row-zd3m~z4fy~fgd5,2009,Stroke,Maryland,2288
4753,row-afvj.rsqn_e7bh,2009,Stroke,Massachusetts,2579
4754,row-7r9p_ta5t.puhz,2009,Stroke,Michigan,4435
4755,row-ri3p~32sr~9k68,2009,Stroke,Minnesota,2033
4756,row-9zb9~d8en.pa2i,2009,Stroke,Mississippi,1436
4757,row-3an8.acnp~jz2v,2009,Stroke,Missouri,3017
4758,row-b6wm-8xuc~htdk,2009,Stroke,Montana,462
4759,row-4ztu.njsp_s6qu,2009,Stroke,Nebraska,857
4760,row-z8uk-v69s.wy57,2009,Stroke,Nevada,859
4761,row-585x-p5n4-4bej,2009,Stroke,New Hampshire,499
4762,row-ycqe_niiu_73tk,2009,Stroke,New Jersey,3265
4763,row-ynij_nesx_wcc5,2009,Stroke,New Mexico,726
4764,row-9c39-ph43-4sac,2009,Stroke,New York,5950
4765,row-6pmj.kpf3.873a,2009,Stroke,North Carolina,4442
4766,row-5gfm.cdsn-fda5,2009,Stroke,North Dakota,337
4767,row-dgru.2jxe.fuff,2009,Stroke,Ohio,5576
4768,row-8u3g-7f54-yygq,2009,Stroke,Oklahoma,1961
4769,row-u8cj-npcm.quti,2009,Stroke,Oregon,1912
4770,row-vxp4_aqcn~s5dh,2009,Stroke,Pennsylvania,6842
4771,row-mkg8.ymcy~3p3k,2009,Stroke,Rhode Island,429
4772,row-n77x_mi23_pu29,2009,Stroke,South Carolina,2400
4773,row-k9rk_cpi7_6npj,2009,Stroke,South Dakota,418
4774,row-d8xu.kyae~v89c,2009,Stroke,Tennessee,3156
4775,row-5ray_gtqh_3www,2009,Stroke,Texas,9137
4776,row-j9p7~xrs4-x376,2009,Stroke,United States,128842
4777,row-p6ky_bnrc-c2ik,2009,Stroke,Utah,738
4778,row-eqfx~4pw7.255w,2009,Stroke,Vermont,221
4779,row-3ukf-ay29~cv5n,2009,Stroke,Virginia,3244
4780,row-d7mk_z9iv.a9gw,2009,Stroke,Washington,2591
4781,row-bf5u.z62u_uzjy,2009,Stroke,West Virginia,1073
4782,row-zqjh~v47f.cukw,2009,Stroke,Wisconsin,2501
4783,row-zwgz_yixa~cpk4,2009,Stroke,Wyoming,233
4784,row-nvd3~3rf8_yt9h,2009,CLRD,Alabama,2770
4785,row-jrz8.wst3_jq8h,2009,CLRD,Alaska,196
4786,row-p9da.gimh.ibtx,2009,CLRD,Arizona,2839
4787,row-htk7_gbe8~ani7,2009,CLRD,Arkansas,1831
4788,row-9562-exin-5z9j,2009,CLRD,California,12936
4789,row-etay_g63r.iadj,2009,CLRD,Colorado,2073
4790,row-ek9j~sbkh~tk37,2009,CLRD,Connecticut,1448
4791,row-qevq.hjn9_xfv9,2009,CLRD,Delaware,428
4792,row-gpme.yckd~cv6w,2009,CLRD,District of Columbia,136
4793,row-eg65-3fjh_h4ee,2009,CLRD,Florida,10182
4794,row-rhm3.hfqq-37c5,2009,CLRD,Georgia,3736
4795,row-ijav~23v6_9tyv,2009,CLRD,Hawaii,303
4796,row-q426-8dyd-ezms,2009,CLRD,Idaho,725
4797,row-72i4~ehiq~3m6u,2009,CLRD,Illinois,5299
4798,row-k7ta.2njs~fijv,2009,CLRD,Indiana,3745
4799,row-t9rh~86cb-x728,2009,CLRD,Iowa,1832
4800,row-4ds2_wacq.dcvh,2009,CLRD,Kansas,1580
4801,row-zcr7_52j6.nm8i,2009,CLRD,Kentucky,2854
4802,row-ziyw.ws8x-tvm6,2009,CLRD,Louisiana,1878
4803,row-y6dn-g8hh~hx44,2009,CLRD,Maine,821
